Key_Field,Source_Key,Policy_Date,Policy_Year,Policy_Month,Policy_Quarter,Domicile_Country,PolicyHolder_name,Country_Origin,Product_Descr,Branch,Country_Office,Broker,Filter1,Filter2,Filter3,Filter4,Filter5,Filter6,Industry,LOB,Big_Policy_Ind,Source,Cross_Product,SUB_LOB1,SUB_LOB2,PremiumAmount,LossAmount,Loss_Cnt,Loss_Cntgt0,Loss_Cntgt1000,LossRatio,Linkage1,Linkage2,Linkage3
3882,Name1707Source3,4/19/2011,2011,4,Q2,AUS,Name1707,AUS,PRODUCT3105,BRANCH3,SGP,BROKER7,No,B,No,No,Yes,Yes,Industry114,LOB6,No,Source3,P4,,,28200,0,0,0,0,0,1,1,0
3883,Name1708Source1,4/20/2011,2011,4,Q2,UAE,Name1708,UAE,PRODUCT3106,BRANCH1,USA,BROKER8,Yes,A,Yes,No,Yes,No,Industry115,LOB1,Yes,Source1,P5,,,28300,0,0,0,0,0,1,1,0
3884,Name1709Source2,4/21/2011,2011,4,Q2,SGP,Name1709,SGP,PRODUCT3107,BRANCH2,GB,BROKER9,No,B,Yes,No,No,No,Industry116,LOB2,No,Source2,P6,,,28400,800,1,1,0,0.028169014,1,1,0
3885,Name1710Source3,4/22/2011,2011,4,Q2,MEX,Name1710,MEX,PRODUCT3108,BRANCH3,SGP,BROKER10,No,B,No,No,Yes,No,Industry117,LOB3,No,Source3,P7,,,28500,900,1,1,0,0.031578947,1,1,0
3886,Name1711Source1,4/23/2011,2011,4,Q2,CAN,Name1711,CAN,,BRANCH1,USA,BROKER11,Yes,A,Yes,Yes,Yes,No,Industry118,LOB4,Yes,Source1,P1,L278,,28600,1200,5,1,1,0.041958042,1,1,0
3887,Name1712Source2,4/24/2011,2011,4,Q2,FRA,Name1712,FRA,PRODUCT3109,BRANCH2,GB,BROKER12,No,B,Yes,No,Yes,No,Industry119,LOB5,No,Source2,P2,,L279,28700,40000,10,1,1,1.393728223,1,1,0
3888,Name1713Source3,4/25/2011,2011,4,Q2,USA,Name1713,USA,PRODUCT3110,BRANCH3,SGP,BROKER13,No,B,No,No,No,Yes,Industry120,LOB6,No,Source3,P3,,,28800,0,0,0,0,0,1,1,0
3889,Name1714Source1,4/26/2011,2011,4,Q2,GB,Name1714,GB,PRODUCT3111,BRANCH1,USA,BROKER14,Yes,A,Yes,No,Yes,No,Industry121,LOB1,Yes,Source1,P4,,,28900,0,0,0,0,0,1,1,0
3890,Name1715Source2,4/27/2011,2011,4,Q2,CHN,Name1715,CHN,PRODUCT3112,BRANCH2,GB,BROKER15,No,B,Yes,No,Yes,No,Industry122,LOB2,No,Source2,P5,,,29000,0,0,0,0,0,1,1,0
3891,Name1716Source3,4/28/2011,2011,4,Q2,IRE,Name1716,IRE,,BRANCH3,SGP,BROKER16,No,B,No,Yes,Yes,No,Industry123,LOB3,No,Source3,P6,,,29100,0,0,0,0,0,1,1,0
3892,Name1717Source1,4/29/2011,2011,4,Q2,SPN,Name1717,SPN,PRODUCT3113,BRANCH1,USA,BROKER17,Yes,A,Yes,No,No,No,Industry124,LOB4,Yes,Source1,P7,,,29200,0,0,0,0,0,1,1,0
3893,Name1718Source2,4/30/2011,2011,4,Q2,ITA,Name1718,ITA,PRODUCT3114,BRANCH2,GB,BROKER18,No,B,Yes,No,Yes,No,Industry125,LOB5,No,Source2,P1,L279,,29300,0,0,0,0,0,1,1,0
3894,Name1719Source3,5/1/2011,2011,5,Q2,GER,Name1719,GER,PRODUCT3115,BRANCH3,SGP,BROKER19,No,B,No,No,Yes,Yes,Industry126,LOB6,No,Source3,P2,,L280,29400,0,0,0,0,0,1,1,0
3895,Name1720Source1,5/2/2011,2011,5,Q2,AUS,Name1720,AUS,PRODUCT3116,BRANCH1,USA,BROKER20,Yes,A,Yes,No,Yes,No,Industry1,LOB1,Yes,Source1,P3,,,29500,0,0,0,0,0,1,1,0
3896,Name1721Source2,5/3/2011,2011,5,Q2,UAE,Name1721,UAE,,BRANCH2,GB,BROKER21,No,B,Yes,Yes,No,No,Industry2,LOB2,No,Source2,P4,,,29600,0,0,0,0,0,1,1,0
3897,Name1722Source3,5/4/2011,2011,5,Q2,SGP,Name1722,SGP,PRODUCT3117,BRANCH3,SGP,BROKER22,No,B,No,No,Yes,No,Industry1,LOB3,No,Source3,P5,,,29700,800,1,1,0,0.026936027,1,1,0
3898,Name1723Source1,5/5/2011,2011,5,Q2,MEX,Name1723,MEX,PRODUCT3118,BRANCH1,USA,BROKER23,Yes,A,Yes,No,Yes,No,Industry2,LOB4,Yes,Source1,P6,,,29800,900,1,1,0,0.030201342,1,1,0
3899,Name1724Source2,5/6/2011,2011,5,Q2,CAN,Name1724,CAN,PRODUCT3119,BRANCH2,GB,BROKER24,No,B,Yes,No,Yes,No,Industry3,LOB5,No,Source2,P7,,,29900,1200,5,1,1,0.040133779,1,1,0
3900,Name1725Source3,5/7/2011,2011,5,Q2,FRA,Name1725,FRA,PRODUCT3120,BRANCH3,SGP,BROKER25,No,B,No,No,No,Yes,Industry4,LOB6,No,Source3,P1,L279,,30000,40000,10,1,1,1.333333333,1,1,0
3901,Name1726Source1,5/8/2011,2011,5,Q2,USA,Name1726,USA,,BRANCH1,USA,BROKER1,Yes,A,Yes,Yes,Yes,No,Industry5,LOB1,Yes,Source1,P2,,L280,30100,0,0,0,0,0,1,1,0
3902,Name1727Source2,5/9/2011,2011,5,Q2,GB,Name1727,GB,PRODUCT3121,BRANCH2,GB,BROKER2,No,B,Yes,No,Yes,No,Industry6,LOB2,No,Source2,P3,,,30200,0,0,0,0,0,1,1,0
3903,Name1728Source3,5/10/2011,2011,5,Q2,CHN,Name1728,CHN,PRODUCT3122,BRANCH3,SGP,BROKER3,No,B,No,No,Yes,No,Industry7,LOB3,No,Source3,P4,,,30300,0,0,0,0,0,1,1,0
3904,Name1729Source1,5/11/2011,2011,5,Q2,IRE,Name1729,IRE,PRODUCT3123,BRANCH1,USA,BROKER4,Yes,A,Yes,No,No,No,Industry8,LOB4,Yes,Source1,P5,,,30400,0,0,0,0,0,1,1,0
3905,Name1730Source2,5/12/2011,2011,5,Q2,SPN,Name1730,SPN,PRODUCT3124,BRANCH2,GB,BROKER5,No,B,Yes,No,Yes,No,Industry9,LOB5,No,Source2,P6,,,30500,0,0,0,0,0,1,1,0
3906,Name1731Source3,5/13/2011,2011,5,Q2,ITA,Name1731,ITA,,BRANCH3,SGP,BROKER6,No,B,No,Yes,Yes,Yes,Industry10,LOB6,No,Source3,P7,,,30600,0,0,0,0,0,1,1,0
3907,Name1732Source1,5/14/2011,2011,5,Q2,GER,Name1732,GER,PRODUCT3125,BRANCH1,USA,BROKER7,Yes,A,Yes,No,Yes,No,Industry11,LOB1,Yes,Source1,P1,L280,,30700,0,0,0,0,0,1,1,0
3908,Name1733Source2,5/15/2011,2011,5,Q2,AUS,Name1733,AUS,PRODUCT3126,BRANCH2,GB,BROKER8,No,B,Yes,No,No,No,Industry12,LOB2,No,Source2,P2,,L281,30800,0,0,0,0,0,1,1,0
3909,Name1734Source3,5/16/2011,2011,5,Q2,UAE,Name1734,UAE,PRODUCT3127,BRANCH3,SGP,BROKER9,No,B,No,No,Yes,No,Industry13,LOB3,No,Source3,P3,,,30900,0,0,0,0,0,1,1,0
3910,Name1735Source1,5/17/2011,2011,5,Q2,SGP,Name1735,SGP,PRODUCT3128,BRANCH1,USA,BROKER10,Yes,A,Yes,No,Yes,No,Industry14,LOB4,Yes,Source1,P4,,,31000,800,1,1,0,0.025806452,1,1,0
3911,Name1736Source2,5/18/2011,2011,5,Q2,MEX,Name1736,MEX,,BRANCH2,GB,BROKER11,No,B,Yes,Yes,Yes,No,Industry15,LOB5,No,Source2,P5,,,31100,900,1,1,0,0.028938907,1,1,0
3912,Name1737Source3,5/19/2011,2011,5,Q2,CAN,Name1737,CAN,PRODUCT3129,BRANCH3,SGP,BROKER12,No,B,No,No,No,Yes,Industry16,LOB6,No,Source3,P6,,,31200,1200,5,1,1,0.038461538,1,1,0
3913,Name1738Source1,5/20/2011,2011,5,Q2,FRA,Name1738,FRA,PRODUCT3130,BRANCH1,USA,BROKER13,Yes,A,Yes,No,Yes,No,Industry17,LOB1,Yes,Source1,P7,,,31300,40000,10,1,1,1.277955272,1,1,0
3914,Name1739Source2,5/21/2011,2011,5,Q2,USA,Name1739,USA,PRODUCT3131,BRANCH2,GB,BROKER14,No,B,Yes,No,Yes,No,Industry18,LOB2,No,Source2,P1,L280,,31400,0,0,0,0,0,1,1,0
3915,Name1740Source3,5/22/2011,2011,5,Q2,GB,Name1740,GB,PRODUCT3132,BRANCH3,SGP,BROKER15,No,B,No,No,Yes,No,Industry19,LOB3,No,Source3,P2,,L281,31500,0,0,0,0,0,1,1,0
3916,Name1741Source1,5/23/2011,2011,5,Q2,CHN,Name1741,CHN,,BRANCH1,USA,BROKER16,Yes,A,Yes,Yes,No,No,Industry20,LOB4,Yes,Source1,P3,,,31600,0,0,0,0,0,1,1,0
3917,Name1742Source2,5/24/2011,2011,5,Q2,IRE,Name1742,IRE,PRODUCT3133,BRANCH2,GB,BROKER17,No,B,Yes,No,Yes,No,Industry21,LOB5,No,Source2,P4,,,31700,0,0,0,0,0,1,1,0
3918,Name1743Source3,5/25/2011,2011,5,Q2,SPN,Name1743,SPN,PRODUCT3134,BRANCH3,SGP,BROKER18,No,B,No,No,Yes,Yes,Industry22,LOB6,No,Source3,P5,,,31800,0,0,0,0,0,1,1,0
3919,Name1744Source1,5/26/2011,2011,5,Q2,ITA,Name1744,ITA,PRODUCT3135,BRANCH1,USA,BROKER19,Yes,A,Yes,No,Yes,No,Industry23,LOB1,Yes,Source1,P6,,,31900,0,0,0,0,0,1,1,0
3920,Name1745Source2,5/27/2011,2011,5,Q2,GER,Name1745,GER,PRODUCT3136,BRANCH2,GB,BROKER20,No,B,Yes,No,No,No,Industry24,LOB2,No,Source2,P7,,,32000,0,0,0,0,0,1,1,0
3921,Name1746Source3,5/28/2011,2011,5,Q2,AUS,Name1746,AUS,,BRANCH3,SGP,BROKER21,No,B,No,Yes,Yes,No,Industry1,LOB3,No,Source3,P1,L281,,32100,0,0,0,0,0,1,1,0
3922,Name1747Source1,5/29/2011,2011,5,Q2,UAE,Name1747,UAE,PRODUCT3137,BRANCH1,USA,BROKER22,Yes,A,Yes,No,Yes,No,Industry2,LOB4,Yes,Source1,P2,,L282,32200,0,0,0,0,0,1,1,0
3923,Name1748Source2,5/30/2011,2011,5,Q2,SGP,Name1748,SGP,PRODUCT3138,BRANCH2,GB,BROKER23,No,B,Yes,No,Yes,No,Industry3,LOB5,No,Source2,P3,,,32300,800,1,1,0,0.024767802,1,1,0
3924,Name1749Source3,5/31/2011,2011,5,Q2,MEX,Name1749,MEX,PRODUCT3139,BRANCH3,SGP,BROKER24,No,B,No,No,No,Yes,Industry4,LOB6,No,Source3,P4,,,32400,900,1,1,0,0.027777778,1,1,0
3925,Name1750Source1,6/1/2011,2011,6,Q2,CAN,Name1750,CAN,PRODUCT3140,BRANCH1,USA,BROKER25,Yes,A,Yes,No,Yes,No,Industry5,LOB1,Yes,Source1,P5,,,32500,1200,5,1,1,0.036923077,1,1,0
3926,Name1751Source2,6/2/2011,2011,6,Q2,FRA,Name1751,FRA,,BRANCH2,GB,BROKER1,No,B,Yes,Yes,Yes,No,Industry6,LOB2,No,Source2,P6,,,32600,40000,10,1,1,1.226993865,1,1,0
3927,Name1752Source3,6/3/2011,2011,6,Q2,USA,Name1752,USA,PRODUCT3141,BRANCH3,SGP,BROKER2,No,B,No,No,Yes,No,Industry7,LOB3,No,Source3,P7,,,32700,0,0,0,0,0,1,1,0
3928,Name1753Source1,6/4/2011,2011,6,Q2,GB,Name1753,GB,PRODUCT3142,BRANCH1,USA,BROKER3,Yes,A,Yes,No,No,No,Industry8,LOB4,Yes,Source1,P1,L281,,32800,0,0,0,0,0,1,1,0
3929,Name1754Source2,6/5/2011,2011,6,Q2,CHN,Name1754,CHN,PRODUCT3143,BRANCH2,GB,BROKER4,No,B,Yes,No,Yes,No,Industry9,LOB5,No,Source2,P2,,L282,32900,0,0,0,0,0,1,1,0
3930,Name1755Source3,6/6/2011,2011,6,Q2,IRE,Name1755,IRE,PRODUCT3144,BRANCH3,SGP,BROKER5,No,B,No,No,Yes,Yes,Industry10,LOB6,No,Source3,P3,,,33000,0,0,0,0,0,1,1,0
3931,Name1756Source1,6/7/2011,2011,6,Q2,SPN,Name1756,SPN,,BRANCH1,USA,BROKER6,Yes,A,Yes,Yes,Yes,No,Industry11,LOB1,Yes,Source1,P4,,,33100,0,0,0,0,0,1,1,0
3932,Name1757Source2,6/8/2011,2011,6,Q2,ITA,Name1757,ITA,PRODUCT3145,BRANCH2,GB,BROKER7,No,B,Yes,No,No,No,Industry12,LOB2,No,Source2,P5,,,33200,0,0,0,0,0,1,1,0
3933,Name1758Source3,6/9/2011,2011,6,Q2,GER,Name1758,GER,PRODUCT3146,BRANCH3,SGP,BROKER8,No,B,No,No,Yes,No,Industry13,LOB3,No,Source3,P6,,,33300,0,0,0,0,0,1,1,0
3934,Name1759Source1,6/10/2011,2011,6,Q2,AUS,Name1759,AUS,PRODUCT3147,BRANCH1,USA,BROKER9,Yes,A,Yes,No,Yes,No,Industry14,LOB4,Yes,Source1,P7,,,33400,0,0,0,0,0,1,1,0
3935,Name1760Source2,6/11/2011,2011,6,Q2,UAE,Name1760,UAE,PRODUCT3148,BRANCH2,GB,BROKER10,No,B,Yes,No,Yes,No,Industry15,LOB5,No,Source2,P1,L282,,33500,0,0,0,0,0,1,1,0
3936,Name1761Source3,6/12/2011,2011,6,Q2,SGP,Name1761,SGP,,BRANCH3,SGP,BROKER11,No,B,No,Yes,No,Yes,Industry16,LOB6,No,Source3,P2,,L283,33600,800,1,1,0,0.023809524,1,1,0
3937,Name1762Source1,6/13/2011,2011,6,Q2,MEX,Name1762,MEX,PRODUCT3149,BRANCH1,USA,BROKER12,Yes,A,Yes,No,Yes,No,Industry17,LOB1,Yes,Source1,P3,,,33700,900,1,1,0,0.026706231,1,1,0
3938,Name1763Source2,6/14/2011,2011,6,Q2,CAN,Name1763,CAN,PRODUCT3150,BRANCH2,GB,BROKER13,No,B,Yes,No,Yes,No,Industry18,LOB2,No,Source2,P4,,,33800,1200,5,1,1,0.035502959,1,1,0
3939,Name1764Source3,6/15/2011,2011,6,Q2,FRA,Name1764,FRA,PRODUCT3151,BRANCH3,SGP,BROKER14,No,B,No,No,Yes,No,Industry19,LOB3,No,Source3,P5,,,33900,40000,10,1,1,1.179941003,1,1,0
3940,Name1765Source1,6/16/2011,2011,6,Q2,USA,Name1765,USA,PRODUCT3152,BRANCH1,USA,BROKER15,Yes,A,Yes,No,No,No,Industry20,LOB4,Yes,Source1,P6,,,34000,0,0,0,0,0,1,1,0
3941,Name1766Source2,6/17/2011,2011,6,Q2,GB,Name1766,GB,,BRANCH2,GB,BROKER16,No,B,Yes,Yes,Yes,No,Industry21,LOB5,No,Source2,P7,,,34100,0,0,0,0,0,1,1,0
3942,Name1767Source3,6/18/2011,2011,6,Q2,CHN,Name1767,CHN,PRODUCT3153,BRANCH3,SGP,BROKER17,No,B,No,No,Yes,Yes,Industry22,LOB6,No,Source3,P1,L282,,34200,0,0,0,0,0,1,1,1
3943,Name1768Source1,6/19/2011,2011,6,Q2,IRE,Name1768,IRE,PRODUCT3154,BRANCH1,USA,BROKER18,Yes,A,Yes,No,Yes,No,Industry23,LOB1,Yes,Source1,P2,,L283,34300,0,0,0,0,0,1,1,1
3944,Name1769Source2,6/20/2011,2011,6,Q2,SPN,Name1769,SPN,PRODUCT3155,BRANCH2,GB,BROKER19,No,B,Yes,No,No,No,Industry24,LOB2,No,Source2,P3,,,34400,0,0,0,0,0,1,1,1
3945,Name1770Source3,6/21/2011,2011,6,Q2,ITA,Name1770,ITA,PRODUCT3156,BRANCH3,SGP,BROKER20,No,B,No,No,Yes,No,Industry25,LOB3,No,Source3,P4,,,34500,0,0,0,0,0,1,1,1
3946,Name1771Source1,6/22/2011,2011,6,Q2,GER,Name1771,GER,,BRANCH1,USA,BROKER21,Yes,A,Yes,Yes,Yes,No,Industry26,LOB4,Yes,Source1,P5,,,34600,0,0,0,0,0,1,1,1
3947,Name1772Source2,6/23/2011,2011,6,Q2,AUS,Name1772,AUS,PRODUCT3157,BRANCH2,GB,BROKER22,No,B,Yes,No,Yes,No,Industry27,LOB5,No,Source2,P6,,,34700,0,0,0,0,0,1,1,1
3948,Name1773Source3,6/24/2011,2011,6,Q2,UAE,Name1773,UAE,PRODUCT3158,BRANCH3,SGP,BROKER23,No,B,No,No,No,Yes,Industry28,LOB6,No,Source3,P7,,,34800,0,0,0,0,0,1,1,1
3949,Name1774Source1,6/25/2011,2011,6,Q2,SGP,Name1774,SGP,PRODUCT3159,BRANCH1,USA,BROKER24,Yes,A,Yes,No,Yes,No,Industry29,LOB1,Yes,Source1,P1,L283,,34900,800,1,1,0,0.022922636,1,1,1
3950,Name1775Source2,6/26/2011,2011,6,Q2,MEX,Name1775,MEX,PRODUCT3160,BRANCH2,GB,BROKER25,No,B,Yes,No,Yes,No,Industry30,LOB2,No,Source2,P2,,L284,35000,900,1,1,0,0.025714286,1,1,1
3951,Name1776Source3,6/27/2011,2011,6,Q2,CAN,Name1776,CAN,,BRANCH3,SGP,BROKER1,No,B,No,Yes,Yes,No,Industry31,LOB3,No,Source3,P3,,,35100,1200,5,1,1,0.034188034,1,1,1
3952,Name1777Source1,6/28/2011,2011,6,Q2,FRA,Name1777,FRA,PRODUCT3161,BRANCH1,USA,BROKER2,Yes,A,Yes,No,No,No,Industry32,LOB4,Yes,Source1,P4,,,35200,40000,10,1,1,1.136363636,1,1,1
3953,Name1778Source2,6/29/2011,2011,6,Q2,USA,Name1778,USA,PRODUCT3162,BRANCH2,GB,BROKER3,No,B,Yes,No,Yes,No,Industry33,LOB5,No,Source2,P5,,,35300,0,0,0,0,0,1,1,1
3954,Name1779Source3,6/30/2011,2011,6,Q2,GB,Name1779,GB,PRODUCT3163,BRANCH3,SGP,BROKER4,No,B,No,No,Yes,Yes,Industry34,LOB6,No,Source3,P6,,,35400,0,0,0,0,0,1,1,1
3955,Name1780Source1,7/1/2011,2011,7,Q3,CHN,Name1780,CHN,PRODUCT3164,BRANCH1,USA,BROKER5,Yes,A,Yes,No,Yes,No,Industry35,LOB1,Yes,Source1,P7,,,35500,0,0,0,0,0,1,1,1
3956,Name1781Source2,7/2/2011,2011,7,Q3,IRE,Name1781,IRE,,BRANCH2,GB,BROKER6,No,B,Yes,Yes,No,No,Industry36,LOB2,No,Source2,P1,L283,,35600,0,0,0,0,0,1,1,1
3957,Name1782Source3,7/3/2011,2011,7,Q3,SPN,Name1782,SPN,PRODUCT3165,BRANCH3,SGP,BROKER7,No,B,No,No,Yes,No,Industry37,LOB3,No,Source3,P2,,L284,35700,0,0,0,0,0,1,1,1
3958,Name1783Source1,7/4/2011,2011,7,Q3,ITA,Name1783,ITA,PRODUCT3166,BRANCH1,USA,BROKER8,Yes,A,Yes,No,Yes,No,Industry38,LOB4,Yes,Source1,P3,,,35800,0,0,0,0,0,1,1,1
3959,Name1784Source2,7/5/2011,2011,7,Q3,GER,Name1784,GER,PRODUCT3167,BRANCH2,GB,BROKER9,No,B,Yes,No,Yes,No,Industry39,LOB5,No,Source2,P4,,,35900,0,0,0,0,0,1,1,1
3960,Name1785Source3,7/6/2011,2011,7,Q3,AUS,Name1785,AUS,PRODUCT3168,BRANCH3,SGP,BROKER10,No,B,No,No,No,Yes,Industry40,LOB6,No,Source3,P5,,,36000,0,0,0,0,0,1,1,1
3961,Name1786Source1,7/7/2011,2011,7,Q3,UAE,Name1786,UAE,,BRANCH1,USA,BROKER11,Yes,A,Yes,Yes,Yes,No,Industry41,LOB1,Yes,Source1,P6,,,36100,0,0,0,0,0,1,1,1
3962,Name1787Source2,7/8/2011,2011,7,Q3,SGP,Name1787,SGP,PRODUCT3169,BRANCH2,GB,BROKER12,No,B,Yes,No,Yes,No,Industry42,LOB2,No,Source2,P7,,,36200,800,1,1,0,0.022099448,1,1,1
3963,Name1788Source3,7/9/2011,2011,7,Q3,MEX,Name1788,MEX,PRODUCT3170,BRANCH3,SGP,BROKER13,No,B,No,No,Yes,No,Industry43,LOB3,No,Source3,P1,L284,,36300,900,1,1,0,0.024793388,1,1,1
3964,Name1789Source1,7/10/2011,2011,7,Q3,CAN,Name1789,CAN,PRODUCT3171,BRANCH1,USA,BROKER14,Yes,A,Yes,No,No,No,Industry44,LOB4,Yes,Source1,P2,,L285,36400,1200,5,1,1,0.032967033,1,1,1
3965,Name1790Source2,7/11/2011,2011,7,Q3,FRA,Name1790,FRA,PRODUCT3172,BRANCH2,GB,BROKER15,No,B,Yes,No,Yes,No,Industry45,LOB5,No,Source2,P3,,,36500,40000,10,1,1,1.095890411,1,1,1
3966,Name1791Source3,7/12/2011,2011,7,Q3,USA,Name1791,USA,,BRANCH3,SGP,BROKER16,No,B,No,Yes,Yes,Yes,Industry46,LOB6,No,Source3,P4,,,36600,0,0,0,0,0,1,1,1
3967,Name1792Source1,7/13/2011,2011,7,Q3,GB,Name1792,GB,PRODUCT3173,BRANCH1,USA,BROKER17,Yes,A,Yes,No,Yes,No,Industry47,LOB1,Yes,Source1,P5,,,36700,0,0,0,0,0,1,1,1
3968,Name1793Source2,7/14/2011,2011,7,Q3,CHN,Name1793,CHN,PRODUCT3174,BRANCH2,GB,BROKER18,No,B,Yes,No,No,No,Industry48,LOB2,No,Source2,P6,,,36800,0,0,0,0,0,1,1,1
3969,Name1794Source3,7/15/2011,2011,7,Q3,IRE,Name1794,IRE,PRODUCT3175,BRANCH3,SGP,BROKER19,No,B,No,No,Yes,No,Industry49,LOB3,No,Source3,P7,,,36900,0,0,0,0,0,1,1,1
3970,Name1795Source1,7/16/2011,2011,7,Q3,SPN,Name1795,SPN,PRODUCT3176,BRANCH1,USA,BROKER20,Yes,A,Yes,No,Yes,No,Industry50,LOB4,Yes,Source1,P1,L284,,37000,0,0,0,0,0,1,1,1
3971,Name1796Source2,7/17/2011,2011,7,Q3,ITA,Name1796,ITA,,BRANCH2,GB,BROKER21,No,B,Yes,Yes,Yes,No,Industry51,LOB5,No,Source2,P2,,L285,37100,0,0,0,0,0,1,1,1
3972,Name1797Source3,7/18/2011,2011,7,Q3,GER,Name1797,GER,PRODUCT3177,BRANCH3,SGP,BROKER22,No,B,No,No,No,Yes,Industry52,LOB6,No,Source3,P3,,,37200,0,0,0,0,0,1,1,1
3973,Name1798Source1,7/19/2011,2011,7,Q3,AUS,Name1798,AUS,PRODUCT3178,BRANCH1,USA,BROKER23,Yes,A,Yes,No,Yes,No,Industry53,LOB1,Yes,Source1,P4,,,37300,0,0,0,0,0,1,1,1
3974,Name1799Source2,7/20/2011,2011,7,Q3,UAE,Name1799,UAE,PRODUCT3179,BRANCH2,GB,BROKER24,No,B,Yes,No,Yes,No,Industry54,LOB2,No,Source2,P5,,,37400,0,0,0,0,0,1,1,1
3975,Name1800Source3,7/21/2011,2011,7,Q3,SGP,Name1800,SGP,PRODUCT3180,BRANCH3,SGP,BROKER25,No,B,No,No,Yes,No,Industry55,LOB3,No,Source3,P6,,,37500,800,1,1,0,0.021333333,1,1,1
3976,Name1801Source1,7/22/2011,2011,7,Q3,MEX,Name1801,MEX,,BRANCH1,USA,BROKER1,Yes,A,Yes,Yes,No,No,Industry56,LOB4,Yes,Source1,P7,,,37600,900,1,1,0,0.02393617,1,1,1
3977,Name1802Source2,7/23/2011,2011,7,Q3,CAN,Name1802,CAN,PRODUCT3181,BRANCH2,GB,BROKER2,No,B,Yes,No,Yes,No,Industry57,LOB5,No,Source2,P1,L285,,37700,1200,5,1,1,0.031830239,1,1,1
3978,Name1803Source3,7/24/2011,2011,7,Q3,FRA,Name1803,FRA,PRODUCT3182,BRANCH3,SGP,BROKER3,No,B,No,No,Yes,Yes,Industry58,LOB6,No,Source3,P2,,L286,37800,40000,10,1,1,1.058201058,1,1,1
3979,Name1804Source1,7/25/2011,2011,7,Q3,USA,Name1804,USA,PRODUCT3183,BRANCH1,USA,BROKER4,Yes,A,Yes,No,Yes,No,Industry59,LOB1,Yes,Source1,P3,,,37900,0,0,0,0,0,1,1,1
3980,Name1805Source2,7/26/2011,2011,7,Q3,GB,Name1805,GB,PRODUCT3184,BRANCH2,GB,BROKER5,No,B,Yes,No,No,No,Industry60,LOB2,No,Source2,P4,,,38000,0,0,0,0,0,1,1,1
3981,Name1806Source3,7/27/2011,2011,7,Q3,CHN,Name1806,CHN,,BRANCH3,SGP,BROKER6,No,B,No,Yes,Yes,No,Industry61,LOB3,No,Source3,P5,,,38100,0,0,0,0,0,1,1,1
3982,Name1807Source1,7/28/2011,2011,7,Q3,IRE,Name1807,IRE,PRODUCT3185,BRANCH1,USA,BROKER7,Yes,A,Yes,No,Yes,No,Industry62,LOB4,Yes,Source1,P6,,,38200,0,0,0,0,0,1,1,1
3983,Name1808Source2,7/29/2011,2011,7,Q3,SPN,Name1808,SPN,PRODUCT3186,BRANCH2,GB,BROKER8,No,B,Yes,No,Yes,No,Industry63,LOB5,No,Source2,P7,,,38300,0,0,0,0,0,1,1,1
3984,Name1809Source3,7/30/2011,2011,7,Q3,ITA,Name1809,ITA,PRODUCT3187,BRANCH3,SGP,BROKER9,No,B,No,No,No,Yes,Industry64,LOB6,No,Source3,P1,L285,,38400,0,0,0,0,0,1,1,1
3985,Name1810Source1,7/31/2011,2011,7,Q3,GER,Name1810,GER,PRODUCT3188,BRANCH1,USA,BROKER10,Yes,A,Yes,No,Yes,No,Industry65,LOB1,Yes,Source1,P2,,L286,38500,0,0,0,0,0,1,1,1
3986,Name1811Source2,8/1/2011,2011,8,Q3,AUS,Name1811,AUS,,BRANCH2,GB,BROKER11,No,B,Yes,Yes,Yes,No,Industry66,LOB2,No,Source2,P3,,,38600,0,0,0,0,0,1,1,1
3987,Name1812Source3,8/2/2011,2011,8,Q3,UAE,Name1812,UAE,PRODUCT3189,BRANCH3,SGP,BROKER12,No,B,No,No,Yes,No,Industry67,LOB3,No,Source3,P4,,,38700,0,0,0,0,0,1,1,1
3988,Name1813Source1,8/3/2011,2011,8,Q3,SGP,Name1813,SGP,PRODUCT3190,BRANCH1,USA,BROKER13,Yes,A,Yes,No,No,No,Industry68,LOB4,Yes,Source1,P5,,,38800,800,1,1,0,0.020618557,1,1,1
3989,Name1814Source2,8/4/2011,2011,8,Q3,MEX,Name1814,MEX,PRODUCT3191,BRANCH2,GB,BROKER14,No,B,Yes,No,Yes,No,Industry69,LOB5,No,Source2,P6,,,38900,900,1,1,0,0.023136247,1,1,1
3990,Name1815Source3,8/5/2011,2011,8,Q3,CAN,Name1815,CAN,PRODUCT3192,BRANCH3,SGP,BROKER15,No,B,No,No,Yes,Yes,Industry70,LOB6,No,Source3,P7,,,39000,1200,5,1,1,0.030769231,1,1,1
3991,Name1816Source1,8/6/2011,2011,8,Q3,FRA,Name1816,FRA,,BRANCH1,USA,BROKER16,Yes,A,Yes,Yes,Yes,No,Industry71,LOB1,Yes,Source1,P1,L286,,39100,40000,10,1,1,1.023017903,1,1,1
3992,Name1817Source2,8/7/2011,2011,8,Q3,USA,Name1817,USA,PRODUCT3193,BRANCH2,GB,BROKER17,No,B,Yes,No,No,No,Industry72,LOB2,No,Source2,P2,,L287,39200,0,0,0,0,0,1,1,1
3993,Name1818Source3,8/8/2011,2011,8,Q3,GB,Name1818,GB,PRODUCT3194,BRANCH3,SGP,BROKER18,No,B,No,No,Yes,No,Industry73,LOB3,No,Source3,P3,,,39300,0,0,0,0,0,1,1,1
